日期,類型,主題,連結,內容,講者
"Thursday, May 23",Breakout,Understanding cloud powered development environments,https://build.microsoft.com/en-US/sessions/e9d80122-aca8-45db-ae49-4685e91b7fa2?source=sessions,"The cloud brings a wealth of options for development environments. No longer do you wait in line for a locked down machine to be handed to you from IT. Now you can get instant access to the latest, full powered hardware running in the cloud right next to your source code and CI/CD servers. But which is the right option for you? In this session, we will get hands-on with Microsoft Dev Box and GitHub Codespaces, and explain the benefits of these different options.",Jason Cook
"Thursday, May 23",Breakout,RAG at scale: production-ready GenAI apps with Azure AI Search,https://build.microsoft.com/en-US/sessions/ff81130c-db16-4120-bc08-2061f911e6e1?source=sessions,"If 2023 was the year of GenAI prototypes, 2024 is the year these apps go into production. In this session we’ll demo how Azure AI Search combines the best RAG capabilities for GenAI apps at any scale, without compromising cost or performance. We will share the latest product updates, including increased storage limits, advanced capabilities for detailed retrieval pipeline control, built-in support for content beyond text, and re-ranking improvements to boost quality of responses.",Pablo Castro
"Thursday, May 23",Breakout,Build your own copilot with Microsoft Copilot Studio,https://build.microsoft.com/en-US/sessions/30370c2c-8029-480f-a23e-e653b08b9a86?source=sessions,"From design to deployment, learn how to build your own copilot using the latest features and updates from Copilot Studio. Explore how to leverage generative AI to create engaging and intelligent AI assistants for your employees and customers.",Gary Pretty
"Thursday, May 23",Breakout,Build Modern Apps on Kubernetes with No Kubernetes Knowledge,https://build.microsoft.com/en-US/sessions/ce3158d0-654b-4848-90d1-ac2ac7dc0e0d?source=sessions,"Azure Kubernetes Service (AKS) is making it easier to deploy and run applications with a new mode of operation that provides optimized, ready-for-production clusters with reduced operational overhead. This session will cover the benefits of using AKS in this new mode and how it simplifies the Kubernetes experience.",Jorge Palma
"Thursday, May 23",Breakout,Accelerate insights with real-time Azure SQL data and Microsoft Fabric,https://build.microsoft.com/en-US/sessions/69adc44f-78d4-460e-a85d-c35b4e7848d0?source=sessions,"Get insights from your Azure SQL data faster by unlocking new business intelligence, artificial intelligence, and data science scenarios with Microsoft Fabric. Mirroring provides data access and ingests continuously and in near real-time by easily replicating your data from Azure SQL Database directly into Fabric’s OneLake. See demos of this new capability, which avoids complex ETL (Extract Transform Load) processes, reduces time to insights and unlocks new experiences in Microsoft Fabric.",Anna Hoffman
"Thursday, May 23",Breakout,Accelerate development and deployment of Gen AI with NVIDIA on Azure,https://build.microsoft.com/en-US/sessions/6fd23d42-cab7-4ce9-b8e1-f00fcefdc586?source=sessions,"Developing and deploying generative AI at scale is complex and time consuming, driving demand for the latest technologies paired with high-performance accelerators. NVIDIA AI provides developers the essential tools, frameworks, and models needed to quickly take their LLMs and generative AI applications to market. This session will share and demonstrate the latest innovations from NVIDIA, specifically around NIM and Nemo microservices runnable on Microsoft Azure AI Studio to streamline the path.",Adel El Hallak
"Wednesday, May 22",Keynote,Next generation AI for developers with the Microsoft Cloud,https://build.microsoft.com/en-US/sessions/226c764e-ab30-4ec3-b8ce-53eb230dcfe0?source=sessions,Join Scott Guthrie and leaders across Microsoft to learn how you can build the secure and responsible AI solutions of the future with the foundation of the Microsoft Cloud.,Scott Guthrie
"Wednesday, May 22",Demo,Multimodal use cases with GPT and Azure AI Vision,https://build.microsoft.com/en-US/sessions/53bbdfac-a935-4f8f-9400-49e5324710f4?source=sessions,"Don’t miss our demo session on GPT-4 Turbo with Vision. See how it integrates vision embeddings into Azure AI Search, enabling multimodal information retrieval from various data sources. Learn how images and videos can be inputs or augmentations for GPT-4 queries.",Adina Trufinescu
"Wednesday, May 22",Demo,Build an AI-powered app with PostgreSQL within 10 mins,https://build.microsoft.com/en-US/sessions/130500dd-7e67-4d41-8964-33b19a2c8678?source=sessions,This demo will show you how to develop an AI app quickly with Azure Database for PostgreSQL using the latest advanced AI capability.,Joshua Johnson
"Wednesday, May 22",Demo,Full-stack AI app dev with Langchain and Azure Cosmos DB for MongoDB,https://build.microsoft.com/en-US/sessions/90895089-2037-43e4-ba66-8d8df665d72c?source=sessions,"In this code-heavy demo, we will go from 0-60 on how to build a full-stack app using the popular Langchain LLM orchestration framework and leverage built-in vector search in Azure Cosmos DB for MongoDB.",Khelan Modi
"Thursday, May 23",Breakout,Create Generative AI experiences using Phi,https://build.microsoft.com/en-US/sessions/e6d21a49-2efb-4a39-8c26-f6eef1410c7a?source=sessions,"Use Olive, ONNX Runtime and the new ONNX Runtime GenAI API to ease deployment of generative AI models for the LLMs and SLMs.  See how to run Phi on DML, CPU and GPUs across platforms.",Sam Kemp
"Thursday, May 23",Breakout,"Better together, build and deploy to Azure with GitHub",https://build.microsoft.com/en-US/sessions/95f1aa9b-3085-4d5c-b8c9-167175b136a1?source=sessions,"In this demo packed session, see how to build and deploy to Azure services from GitHub Actions and how to get the most out of the Azure integrations with GitHub Enterprise.  You will learn best practices to ensure your Azure connections are secured and your company's deployment processes can scale so that teams have flexibility, but your company has the control and compliance guarantees it needs.",Jessica Deen
"Thursday, May 23",Demo,Navigating Microsoft Applied Skills credentials,https://build.microsoft.com/en-US/sessions/68ef1d0c-0a01-4379-833d-915870f0b472?source=sessions,"Microsoft Applied Skills credential allows you to demonstrate technical proficiency in scenario-based skillsets. With interactive training and assessments labs, you can prove your skills by completing real-world tasks.

Join us for an engaging demo of all the resources available in Microsoft Learn to help you build confidence and broaden your opportunities by gaining and validating in-demand skillsets that demonstrate your ability to handle specific projects or highly technical scenarios.",Nandita Sampath
"Thursday, May 23",Demo,Best of both worlds with Azure Databricks and Microsoft Fabric,https://build.microsoft.com/en-US/sessions/7a66cec7-96c5-4051-a9f7-80ffffff1133?source=sessions,"In the rapidly evolving landscape of Data & AI, Azure Databricks and Microsoft Fabric, two innovative technologies in the AI era come together to uniquely combine their capabilities to provide unparalleled insights via a powerful analytics environment, making Azure the premier destination for analytics in the AI era. Join this demo to witness the synergy of Azure Databricks and Microsoft Fabric.",Lingzhi Allen
"Thursday, May 23",Demo,"Discover, test and deploy models with ease with Azure AI model catalog",https://build.microsoft.com/en-US/sessions/084bcf69-1ab1-4b66-9fae-9341168f51e3?source=sessions,"The emergence of new foundation models introduces complexity and uncertainty regarding the selection, application, and optimization during training and production phases. Navigate these complexities of foundation models using Azure AI's comprehensive model catalog and a user-friendly platform to benchmark, test, and fine-tune models.",
"Thursday, May 23",Demo,Accelerating development on Windows PCs with RTX AI,https://build.microsoft.com/en-US/sessions/689907b5-1bb8-4e4a-921f-2808a4dc823a?source=sessions,"NVIDIA RTX AI provides an end-to-end, GPU-accelerated platform for development, training, integration and deployment across PC and cloud. Learn more about how RTX AI on Windows PCs streamlines development, accelerates AI model fine-tuning and enables an extremely robust collection of outstandingly fast AI applications for consumers.",
"Thursday, May 23",Demo,Experiment with your app or game listings in Microsoft Store,https://build.microsoft.com/en-US/sessions/aab4f56d-ba65-48d8-9d32-1d48823b073a?source=sessions,"Would you like to see increased downloads and/or revenue from your app or game in Microsoft Store? In this session, we will demo the latest investments on the Store experimentation platform and dev tools that make it easy to create and launch experiments on Microsoft Store. Join us to understand how to experiment with your app or game listings in Microsoft Store!",Tejaswi Vinnakota
"Thursday, May 23",Demo,Expand AI chat to all and protect company data with Microsoft Copilot,https://build.microsoft.com/en-US/sessions/e6097b2c-b7c7-4289-856b-cf9b688154f3?source=sessions,"Myth: All generative AI services are costly and risk data leaks. Truth: Most of your employees already qualify for Copilot with commercial data protection at no additional cost. See a Copilot demo including the main features to help users be more productive. By the end, you’ll learn how you can give your employees a step up at work with Microsoft Copilot, their everyday AI companion.",Ahalya Rajagopalan
"Thursday, May 23",Demo,Safeguard user and AI-generated content with Azure AI Content Safety,https://build.microsoft.com/en-US/sessions/41dcde46-f72b-4cbc-80d1-c019e8d1af2a?source=sessions,"Azure AI Content Safety uses advanced AI to safeguard AI-generated and human-generated content from potential harm, security risks, and to support output quality across various media types. Through practical examples, we'll demonstrate how Azure AI Content Safety supports the integrity of digital platforms, promoting safer, more inclusive online environments, and safer generative AI applications.",Federico Zarfati
"Thursday, May 23",Demo,Conversational app and code assessment in Azure Migrate,https://build.microsoft.com/en-US/sessions/6778f339-cf34-4835-a837-fb258d0ebe3c?source=sessions,"Discover the latest features of Azure Migrate with Azure Copilot, an AI-powered assistant, to evaluate your apps for cloud compatibility and offer you customized suggestions. Learn how Azure Copilot can assist you in finding potential problems, improving performance, and lowering costs for your cloud migration. How do you determine which apps are fit for the cloud, and what modifications are required to make them cloud-ready? Use natural language conversations to get these answers fast!",Mckenna Barlow
"Thursday, May 23",Lab,Use Azure SQL DB and REST endpoints to enable AI content moderation,https://build.microsoft.com/en-US/sessions/69bcce2a-07c6-486d-a2e0-cce1ee31250f?source=sessions,"Learn how to invoke external REST endpoints from other Azure services without having to write complex code or functions.  This hands-on lab will walk you through setting up AI-assisted content moderation using Azure SQL Database and REST endpoints.  By the end of this lab, you will understand of how to use stored procedures to make REST calls to Azure AI Content Safety and Azure AI Language and how to extend this approach to other AI scenarios, such as language processing and generative AI.",Brian Spendolini
"Thursday, May 23",Lab,"Test drive AI on Windows with DirectML, ONNX Runtime, and Olive",https://build.microsoft.com/en-US/sessions/7d15fcc2-31eb-4598-bbf0-78ced77b07d4?source=sessions,"Join our experts in this interactive lab demonstrating how to integrate and run a Generative Arts model on a Windows device, leveraging Olive, ONNX Runtime, and DirectML. By using this power-house trio, you will learn how simple it can be to integrate and scale AI experiences across Windows.",Jacques van Rhyn
"Thursday, May 23",Demo,Build enterprise websites over Salesforce and Oracle using Power Pages,https://build.microsoft.com/en-US/sessions/02df928f-1a12-46bc-85c7-26dc986f3718?source=sessions,"Discover how to build enterprise websites which connects to your Line of Business Systems. In this session, you will learn how Power Pages can connect to your Salesforce/Oracle data and build an enterprise website for your customers.",Tanmay Dileep Bhagwat
"Thursday, May 23",Demo,AI-Powered Personalized Learning,https://build.microsoft.com/en-US/sessions/fd05514e-37dc-4a30-94d9-9031c55ad41c?source=sessions,"Witness how AI is transforming learning into an adaptive, personalized journey tailored to each individual's pace and preferences. In just 10 minutes, we'll showcase an AI platform that delivers customized content, interactive exercises, and real-time feedback for learners at all levels. Ideal for educators, developers, and tech enthusiasts, this session will reveal the power of AI in making education more accessible, engaging, and inclusive. Learn how to leverage AI for educational innovation.",Noelle Russell
"Thursday, May 23",Demo,"Imagine Cup: JRE, using AI to impact manufacturing in the 21st century",https://build.microsoft.com/en-US/sessions/767a07e6-91e4-4e8a-a2a4-81ce284a03a1?source=sessions,"In this demo, JRE will show how they are leveraging Azure Machine Learning, Microsoft Fabric, and Copilot to revolutionize the steel industry. JRE has built a state-of-the-art slag detection system used in the continuous casting process of steel. Learn how JRE is developing real-time AI-based control systems to bring the steel industry to the 21st century.",
"Thursday, May 23",Demo,Combatting fraud with real time identity verification,https://build.microsoft.com/en-US/sessions/4eff74ea-484e-43c9-9ecc-02472a3169a6?source=sessions,"Anyone can identify a bicycle or count stop lights. How do we know our apps are serving the right users? CAPTCHAs do not work. Introducing Face Check using Microsoft Entra Verified ID: reduce sign-up friction, the risk of fraud and account takeover. Face Check enables apps to perform real time biometric match against identity documents issued by government (e.g. driver's license or passports) or businesses and education institutions.",Ankur Patel
"Thursday, May 23",Lab,Securing Applications with Microsoft Entra ID,https://build.microsoft.com/en-US/sessions/5f7dc35c-6d52-45a1-b228-a697021f36a5?source=sessions,"Applications are the backbone of your organization and often have access to information and systems of critical importance.  Learn how you can use identities, authentication, authorization, conditional access and other tools to ensure that application runs securely. Explore how to add it to Microsoft Entra ID, grant access to only resources it should connect to, control which users can work with it and how to ensure it has secure secrets to use for connect with resources using Azure Key Vault.",Robert Stewart
"Thursday, May 23",Lab,Learn how to accelerate Stable Diffusion,https://build.microsoft.com/en-US/sessions/85eacf64-216b-49d3-9420-96f6ff15ae22?source=sessions,Join this session for exciting product announcements. Check back on May 21st for more details.,Adele Parsons
"Thursday, May 23",Lab,Get started building Cloud Native apps with .NET Aspire,https://build.microsoft.com/en-US/sessions/21c8c399-0ec0-427e-a4b0-90b0fcddac84?source=sessions,".NET Aspire is an opinionated, cloud-ready stack to build observable, production-ready distributed applications. In this lab we'll look at the role .NET Aspire plays in .NET cloud native development and build an app! Learn how to build a containerized frontend and backend applications with orchestration to help with composition and service discovery. See how to add in Azure Redis Cache and monitor all the moving parts with the Aspire dashboard. We'll also deploy it to Azure Container Apps.",Adrian Hall
"Thursday, May 23",Lab,Build a Music Recommendation System with Azure Container Apps and AI,https://build.microsoft.com/en-US/sessions/c8d5bb3e-7668-48cf-9be4-507f9f89f324?source=sessions,"Discover using Azure Container Apps to build a music recommendation service. Learn how AI engineers can process data, handing it off to app engineers for development. Leverage Qdrant vector database add-on for song embeddings. Build microservices for music recommendation using Python and Java. Explore Azure Container Apps' code to cloud pipeline for deploying apps without Dockerfiles. Ideal for those interested in recommendation systems, vector databases, embeddings, or polyglot microservices.",Simon Jakesch
"Thursday, May 23",Breakout,Using Power Platform to accelerate full-stack software development,https://build.microsoft.com/en-US/sessions/2d980cc3-f5bf-4afc-8636-999e88ab758a?source=sessions,"Microsoft Power Platform is for ALL developers! Discover how Power Platform runs on Microsoft Azure and can be used with familiar development stack with such as React, C#, Open API, GitHub, Azure Synapse, and Open AI. This enables pro-developers to create modern full-stack business solutions faster, easier, and more securely. You’ll also learn how Power Platform enables multi-discipline collaboration, and examples of how it can lower maintenance and complexity of software architectures.",Scott Durow
"Thursday, May 23",Breakout,Using Guidance to get the language model output you need on first try,https://build.microsoft.com/en-US/sessions/61a0be16-46d8-4745-b3ce-2f9f5f198837?source=sessions,"{guidance} is an open-source programming paradigm (17K+ GitHub stars) for efficiently interfacing with language models of any size. With {guidance}, developers express constraints in Python for unprecedented control of output quality, structure, speed, and token savings. {guidance} constrained decoding steers the model token by token, directly in the inference layer. In this walkthrough, see how to control output structure for your use case—context-free grammars, programming languages, and more.",
"Thursday, May 23",Breakout,Secure your Intelligent Applications with Microsoft Entra,https://build.microsoft.com/en-US/sessions/b5636ca7-64c2-493c-9b30-4a35852acfbe?source=sessions,"Join this session to learn how to automatically setup authentication for your intelligent apps, and how to add access control to your app and data. See how to register your AI apps via Microsoft Graph API or Bicep and discover best practices for token validation and refresh with MSAL libraries. We'll walk through how to choose the right OAuth flows for server-side or Single-page applications, use App Service’s built-in authentication and filter output based on the authenticated user.",Pamela Fox
"Thursday, May 23",Breakout,Deploy next generation workflows from PC to Cloud with Arm tools,https://build.microsoft.com/en-US/sessions/a3f4ce76-47b8-4d1b-a021-38d70cd2aba9?source=sessions,"Join for an innovation session developing, deploying, and running software on the most performant and power-efficient Arm-based hardware. See how companies are transitioning to better user experiences with native Arm applications. Gain insights into developing on AI-enabled Arm-based laptops and deploying to the latest and most performant Azure Arm-based VMs optimized for up to 40% more performance. Experience a live demonstration of a complete development workflow with current tools and CI/CD.",Pranay Bakre
"Thursday, May 23",Lab,Learn how to interact with Large Language Models,https://build.microsoft.com/en-US/sessions/b3f95380-a634-4712-9e02-882e78e0b123?source=sessions,"This lab provides a hands-on and engaging learning opportunity for working with Large Language Models. Learn how to use methods such as few-shot learning and chain of thought. See the creative possibilities of generative AI for image creation and multi-modal scenarios, master the skill of function calling and understand how the model can apply existing knowledge.",Henk Boelman
"Thursday, May 23",Lab,Developing a custom control using the Power Apps Component Framework,https://build.microsoft.com/en-US/sessions/555eb27e-f151-4718-8a7e-e909237376f7?source=sessions,"Learn how to build a custom component control using Power Apps Component Framework (PCF). In this workshop, you'll create a custom component control using PCF to visualize permit inspection history timelines. This workshop provides hands-on experience with PCF and demonstrates how to build powerful custom controls for Power Apps.",
"Thursday, May 23",Lab,Build AI Apps with Azure Cosmos DB for MongoDB and Semantic Kernel,https://build.microsoft.com/en-US/sessions/6a296701-ce75-4a75-8bc5-7afa5fb03d4b?source=sessions,"Learn how to build AI apps with Azure Cosmos DB for MongoDB and Semantic Kernel. You will create a RAG pattern app over transactional data, generating vectors and completions with Azure OpenAI Service, connect to multiple vectorized data sources, manage chat history and enhance performance with a semantic cache all orchestrated using Semantic Kernel. This session will equip you with the knowledge you need to elevate your AI application development skills.",Gary Hope
"Thursday, May 23",Breakout,Shaping next-gen development: the future of Copilot in Power Platform,https://build.microsoft.com/en-US/sessions/c047732a-00eb-40f3-8c27-d6f13b1f3f57?source=sessions,"AI is transforming the way we work, and organizations need cutting-edge AI solutions to stay competitive and meet increasing demand. Copilot in Microsoft Power Platform and Microsoft Copilot Studio enable developers to build powerful and effective applications and custom copilots that improve user engagement and reduce development costs and risks. Join us to learn how these game-changing AI capabilities can help lead your organization into the future of development.",Charles Lamanna
"Thursday, May 23",Breakout,Remediating Cloud Risks with Microsoft Copilot for Security,https://build.microsoft.com/en-US/sessions/ec99576e-a36d-4a90-8a1d-27c9d4f4dc65?source=sessions,"Discover how Microsoft Copilot for Security, revolutionizes risk remediation in cloud environments. In this session, we'll explore Copilot's integration with Defender for Cloud, showcasing its capability to detect, analyze, and resolve security threats efficiently. We'll cover how Copilot enhances cloud security posture, streamlines compliance, and supports proactive risk management through intelligent insights and automated remediations.",Lara Goldstein
"Thursday, May 23",Breakout,Integrating Azure AI and Microsoft Fabric for Next-Gen AI Solutions,https://build.microsoft.com/en-US/sessions/91971ab3-93e4-429d-b2d7-5b60b2729b72?source=sessions,"In the AI era, integrating data and AI platforms is key. Azure AI and Microsoft Fabric allow direct use of OneLake data, enhancing Azure AI Studio's LLM with RAG. This synergy streamlines the MLOps/LLMOps process, from data prep to monitoring, combining Fabric's Data Science and Azure ML. Discover how this collaboration delivers a tailored, responsible AI solution for developers and data scientists.",Nellie Gustafsson
"Thursday, May 23",Breakout,Extend and enhance your analytics applications with Microsoft Fabric,https://build.microsoft.com/en-US/sessions/bfa931cb-614b-4df9-976f-ed0bb03dc7ab?source=sessions,"Open at every level, Microsoft Fabric provides a rich set of platform capabilities for organizations and ISVs and developers to further enrich the ecosystem with Microsoft Fabric. This demo-rich session showcases how organizations can rapidly build and scale their applications on Microsoft Fabric with the new Extensibility Framework and APIs such as Data Sharing, Shortcuts and Automation.",Teddy Bercovitz
"Thursday, May 23",Breakout,Demystify cloud-native development with .NET Aspire,https://build.microsoft.com/en-US/sessions/1879189b-070b-4dfa-8c3b-8681e5442863?source=sessions,"Explore the groundbreaking .NET Aspire technology stack designed for cloud-native development. We'll explore the Orchestration, Components, Tooling and more. We'll even show you how to integrate the Azure Open AI component to add intelligent functionality to your distributed services.",Damian Edwards
"Thursday, May 23",Breakout,Building applications at hyper scale with the latest Azure innovations,https://build.microsoft.com/en-US/sessions/fde49018-6036-474f-97b4-d992d6812fe4?source=sessions,"In the era of cloud-native and massive Linux scale-out applications, rapid VM deployment with high reliability and low latency is critical. We will demonstrate the latest innovations to simplify the provisioning of Azure compute capacity at hyperscale with different VM types - including the latest Arm-based Cobalt-100 VMs - and pricing models to achieve the performance and cost you require.  Join us to learn how you can build a fast, reliable, and cost-effective compute control plane.",Aaron Blasius
"Thursday, May 23",Breakout,Build sophisticated custom copilots with Azure OpenAI Assistants,https://build.microsoft.com/en-US/sessions/2ac412b4-3e6a-4107-8c62-910e18cbe94c?source=sessions,"Assistants is Azure OpenAI’s industry-leading agent-in-a-box product that accelerates the development of sophisticated copilots. Previously, building custom AI assistants needed heavy lifting even for experienced developers. As the stateful evolution of Chat Completions with powerful built-in tools, Assistants provides a solution for these challenges. Learn about the latest Assistants capabilities and how industry leaders are unlocking net-new capabilities for their business-critical systems.",Salman Quazi
"Thursday, May 23",Demo,Unlock Distributed Machine Learning Training with Windows and Azure,https://build.microsoft.com/en-US/sessions/129403c2-fe40-41a7-9ef5-fcc016463cba?source=sessions,"Learn how to fine-tune a machine learning model on Windows leveraging open-source tools, Windows Subsystem for Linux, and Code. Begin training your model locally on your Windows workstation; then seamlessly scale your training to the cloud using Azure leveraging distributed training.",Hayden Barnes
"Thursday, May 23",Demo,Build your own copilot with Microsoft Copilot Studio,https://build.microsoft.com/en-US/sessions/c3be568e-97c9-4de1-a5ef-de8f3c362e69?source=sessions,"Create your own copilot for your specific function, team, or persona using the new conversational design experience. In this demo, you will see how custom copilots combine the model's knowledge with your data to help answer and act based on your specific requests.",Chris Whitten
"Thursday, May 23",Breakout,.NET Aspire development on any OS with the Visual Studio family,https://build.microsoft.com/en-US/sessions/9b201e14-f060-49ff-8462-91fb35d9c763?source=sessions,"Explore the core features of .NET Aspire and how it enhances the developer experience for building cloud-native applications. This session will demonstrate building .NET Aspire apps with Visual Studio and VS Code, so you can choose the best tool for your workflow. We'll then cover Azure Developer CLI (AZD) integration and the ""azd up"" experience, showcasing how .NET Aspire and AZD work together to seamlessly move your locally-running app to the cloud!",Wendy Breiding
"Thursday, May 23",Demo,Working across Azure DevOps and GitHub,https://build.microsoft.com/en-US/sessions/a79520f8-45cc-422d-bb43-1b466d8326b4?source=sessions,See how your teams can take advantage of the latest features in GitHub such as Copilot Enterprise and GitHub Advanced Security while keeping their planning and tracking in Azure Boards and have CI/CD across Azure Pipelines and GitHub Actions.,Dan Hellem
"Thursday, May 23",Demo,Protect AI-driven applications with high value capabilities and tools,https://build.microsoft.com/en-US/sessions/1ea0c1f0-515a-4b78-9657-e2f90d42656f?source=sessions,"In this demo you will learn how to streamline security management at scale to protect your AI infused applications across the entire stack: starting with highly sensitive business data, to application access controls and the network boundary.",Jocelyn Panchal
"Thursday, May 23",Demo,Revolutionizing search and retrieval with Azure AI Search,https://build.microsoft.com/en-US/sessions/51d6ec1b-a73a-4f28-b67f-66eb4e655e4b?source=sessions,"The better your retrieval system, the better the GenAI application. Discover how to use advanced RAG techniques like vector search, hybrid search and re-ranking in Azure AI Search, for the most relevant results.",Matt Gotteiner
"Thursday, May 23",Demo,Integrate low-code features with AI-powered Document Viewer Control​,https://build.microsoft.com/en-US/sessions/6914ec2a-7651-4467-aa87-2c68b6e30951?source=sessions,"Join Tommy Thyen as he demos the LEADTOOLS AI-Powered Document Viewer Control and shows how quickly you can integrate advanced, low-code features into your Windows applications, including OCR/ICR, PDF, Annotations, eSignatures, and more. With cross-platform support for .NET, C, C++, MAUI, Python, and Java, LEADTOOLS SDKs unlock the full potential of your app development - allowing you to build better, faster, more robust applications.",Tommy Thyen
"Thursday, May 23",Demo,Revolutionize your workflow with new levels of innovation​,https://build.microsoft.com/en-US/sessions/d5cec76c-6c43-416f-b300-8393a04d9965?source=sessions,"Discover how Lucid and Microsoft Copilot can revolutionize your team's workflow by combining visual collaboration with AI-driven automation. Experience the transformative impact of merging Lucid's powerful and intuitive visuals with Copilot's intelligent automation, unlocking new levels of efficiency and innovation directly within Microsoft.​",Anthony Morelli
"Thursday, May 23",Demo,Deploy your .NET microservices to the cloud at lightning speed,https://build.microsoft.com/en-US/sessions/3ee1d3e1-3633-435b-846a-08e9bb10d17d?source=sessions,"In this talk, we will show you how you can get your .NET microservices to production in just minutes. We will discuss the pieces that make this experience possible - .NET Aspire, the new Azure Developer CLI (AZD), and Azure Container Apps (ACA). Moreover, we will draw a side-by-side comparison on the experience with an unmanaged cluster as well to help prove the value of .Net cloud-native apps on ACA for high developer productivity, making your development experience fast, easy, and painless.",Sophia Carpenter
"Thursday, May 23",Demo,Open doors in your career with Microsoft Learn,https://build.microsoft.com/en-US/sessions/847a1b3e-f21b-4fdc-83e4-a731a4aaaf7e?source=sessions,"Gain practical skills through self-paced hands-on training personalized to your needs by accessing tools, step-by-step guidance, and technical documentation to help you get the most out of Microsoft products and services for your company. You can learn at your own pace or connect with their global network of learning partners and earn globally recognized and industry-endorsed certifications, and proudly showcase them to your network.",Scott Hanselman
"Thursday, May 23",Demo,Industry leading performance with Azure Database for MySQL apps,https://build.microsoft.com/en-US/sessions/8b969459-3c90-4bfb-8200-dda0425ee7ed?source=sessions,This demo will show you the experience of industry leading performance powered by the latest enterprise ready capabilities in Azure Database for MySQL.,Avnish Rastogi
"Thursday, May 23",Demo,Secure Azure OpenAI at scale with custom policies,https://build.microsoft.com/en-US/sessions/d11f96c4-ace7-4ab2-8f88-3c82db512f23?source=sessions,"Generative AI represents a tectonic shift in adoption of digital services and is being embraced not only consumers and fast-moving startups, but also enterprises. How can they reap the benefits of generative AI securely? There are no built-in policies yet available for Azure OpenAI, but we can reuse policies built for other Cognitive Services and build our own from scratch. Come and learn how to build custom Azure Policies to secure your Azure OpenAI instances at scale.",Karl Ots
"Thursday, May 23",Demo,GitHub Copilot Workspace: A deep dive,https://build.microsoft.com/en-US/sessions/f04eab14-7fd1-432d-9738-2414ebedf232?source=sessions,"GitHub Copilot is the most widely adopted AI Pair Programmer on the planet, used by over 1.3 million developers. With the announcement of GitHub Copilot Workspace, it's now even more powerful. This demo session will show you Workspace in action, explain how it works and teach you how to get the best results. Whether you’re addressing an Issue, iterating on a PR, or bootstrapping a project, Copilot Workspace helps you jumpstart every task by describing what you want in natural language.",Damian Brady
"Thursday, May 23",Lab,Mastering GitHub Copilot for AI Paired Programming,https://build.microsoft.com/en-US/sessions/b2e20446-1f07-48ca-a2c3-b83f53850662?source=sessions,"Unlock the power of collaborative coding with this program that seamlessly integrates AI-driven coding assistance using GitHub Copilot. Dive deep into GitHub Copilot's autocompletion, customizable features, and advanced programming techniques, all while embracing AI-driven algorithms. From error handling to unit testing, this program is tailored to instill best practices and enhance code quality, equipping you with the tools needed for success in today's dynamic software development landscape.",Brian Randell
"Thursday, May 23",Demo,Simple and secure app authentication with authentication brokers,https://build.microsoft.com/en-US/sessions/d3c115e1-0b11-44af-b205-98bf0dcfbe5f?source=sessions,"We delve into the integration of Web Account Manager (WAM) on Windows through various MSAL libraries such as MSAL.NET, MSAL Python, and MSAL Java. The session will highlight the seamless authentication experiences enabled by WAM, which simplifies account management on Windows devices. We’ll explore how MSAL libraries facilitate public client authentication flows with Microsoft Entra ID, enhancing web, mobile, and desktop applications.",Medhir Bhargava
"Thursday, May 23",Demo,Use AI to build cloud-native apps faster with Azure Cosmos DB,https://build.microsoft.com/en-US/sessions/ac9cab52-ccf5-4c40-b544-f92315efd72f?source=sessions,"Building apps has never been easier! In this code-heavy demo, we show how Azure Cosmos DB for NoSQL makes development easy. We’ll take advantage of its features to change the data model without redeploying or any downtime. We’ll use Microsoft Copilot for Azure to help us write NoSQL queries over complex JSON –then optimize these queries using the index advisor. Lastly, we’ll use Azure Cosmos DB’s new change-partition-key capability to optimize request distribution, routing, and fanout.",Meredith Moore
"Thursday, May 23",Demo,Designing for a brand new Windows AI feature,https://build.microsoft.com/en-US/sessions/7db926f7-66d1-4086-9380-e869fbe09847?source=sessions,"Today, we're showcasing brand-new features that allow users deeper interaction with their digital lives on Windows through advance AI features. Come discover how your apps can integrate with these experiences and increase user engagement and satisfaction.",Rebecca Del Rio
"Thursday, May 23",Lab,"Modern Analytics with Microsoft Fabric, Copilot and Azure Databricks",https://build.microsoft.com/en-US/sessions/aa5042c1-c178-4feb-82b7-1af1e4f7fb01?source=sessions,"This lab showcases Modern Analytics with Microsoft Fabric and Azure Databricks, featuring a cost effective, performance-optimized, and cloud-native Analytics solution pattern. The architecture unifies our customers' data estate to accelerate data value creation. The lab scenario is for Contoso, a fictitious company. You will witness how the team used Azure Databricks, Microsoft Fabric, Copilot and Power BI to create an end-to-end Analytics solution.",Swetha Mannepalli
"Thursday, May 23",Lab,Dev tools to extend Power Pages websites,https://build.microsoft.com/en-US/sessions/7d41f6a9-5fab-4115-a7c7-1f1ebf3374b4?source=sessions,"Get hands on with Power Pages development using tools like VSCode, both online & locally. Use Power Pages Copilot for accelerating Pages specific code. Understand how to work source code for your Power Pages website with tools like Power Platform CLI. Walkway with tooling and processes from inner dev loop to ALM CI/CD.",Donovan Goode
